obs_id,train_id,class,letter
id_081887,valid,12,m
id_081888,test,NA,NA
id_081889,train,22,w
id_081890,train,6,g
id_081891,valid,3,d
id_081892,test,NA,NA
id_081893,train,24,y
id_081894,train,11,l
id_081895,valid,0,a
id_081896,test,NA,NA
id_081897,train,9,j
id_081898,train,18,s
id_081899,valid,12,m
id_081900,test,NA,NA
id_081901,train,9,j
id_081902,train,19,t
id_081903,valid,23,x
id_081904,test,NA,NA
id_081905,train,24,y
id_081906,train,20,u
id_081907,valid,22,w
id_081908,test,NA,NA
id_081909,train,9,j
id_081910,train,20,u
id_081911,valid,9,j
id_081912,test,NA,NA
id_081913,train,2,c
id_081914,train,5,f
id_081915,valid,23,x
id_081916,test,NA,NA
id_081917,train,11,l
id_081918,train,0,a
id_081919,valid,3,d
id_081920,test,NA,NA
id_081921,train,7,h
id_081922,train,12,m
id_081923,valid,24,y
id_081924,test,NA,NA
id_081925,train,0,a
id_081926,train,4,e
id_081927,valid,20,u
id_081928,test,NA,NA
id_081929,train,6,g
id_081930,train,7,h
id_081931,valid,22,w
id_081932,test,NA,NA
id_081933,train,4,e
id_081934,train,3,d
id_081935,valid,12,m
id_081936,test,NA,NA
id_081937,train,21,v
id_081938,train,5,f
id_081939,valid,11,l
id_081940,test,NA,NA
id_081941,train,15,p
id_081942,train,3,d
id_081943,valid,15,p
id_081944,test,NA,NA
id_081945,train,15,p
id_081946,train,18,s
id_081947,valid,19,t
id_081948,test,NA,NA
id_081949,train,8,i
id_081950,train,25,z
id_081951,valid,12,m
id_081952,test,NA,NA
id_081953,train,21,v
id_081954,train,23,x
id_081955,valid,24,y
id_081956,test,NA,NA
id_081957,train,17,r
id_081958,train,14,o
id_081959,valid,11,l
id_081960,test,NA,NA
id_081961,train,20,u
id_081962,train,7,h
id_081963,valid,9,j
id_081964,test,NA,NA
id_081965,train,9,j
id_081966,train,18,s
id_081967,valid,2,c
id_081968,test,NA,NA
id_081969,train,6,g
id_081970,train,14,o
id_081971,valid,21,v
id_081972,test,NA,NA
id_081973,train,3,d
id_081974,train,3,d
id_081975,valid,10,k
id_081976,test,NA,NA
id_081977,train,12,m
id_081978,train,12,m
id_081979,valid,4,e
id_081980,test,NA,NA
id_081981,train,17,r
id_081982,train,9,j
id_081983,valid,5,f
id_081984,test,NA,NA
id_081985,train,22,w
id_081986,train,16,q
id_081987,valid,19,t
id_081988,test,NA,NA
id_081989,train,13,n
id_081990,train,7,h
id_081991,valid,21,v
id_081992,test,NA,NA
id_081993,train,5,f
id_081994,train,20,u
id_081995,valid,12,m
id_081996,test,NA,NA
id_081997,train,8,i
id_081998,train,12,m
id_081999,valid,19,t
id_082000,test,NA,NA
id_082001,train,0,a
id_082002,train,19,t
id_082003,valid,7,h
id_082004,test,NA,NA
id_082005,train,12,m
id_082006,train,11,l
id_082007,valid,22,w
id_082008,test,NA,NA
id_082009,train,12,m
id_082010,train,13,n
id_082011,valid,22,w
id_082012,test,NA,NA
id_082013,train,10,k
id_082014,train,8,i
id_082015,valid,19,t
id_082016,test,NA,NA
id_082017,train,6,g
id_082018,train,9,j
id_082019,valid,13,n
id_082020,test,NA,NA
id_082021,train,11,l
id_082022,train,17,r
id_082023,valid,21,v
id_082024,test,NA,NA
id_082025,train,22,w
id_082026,train,1,b
id_082027,valid,3,d
id_082028,test,NA,NA
id_082029,train,14,o
id_082030,train,10,k
id_082031,valid,19,t
id_082032,test,NA,NA
id_082033,train,11,l
id_082034,train,10,k
id_082035,valid,13,n
id_082036,test,NA,NA
id_082037,train,18,s
id_082038,train,10,k
id_082039,valid,12,m
id_082040,test,NA,NA
id_082041,train,3,d
id_082042,train,12,m
id_082043,valid,20,u
id_082044,test,NA,NA
id_082045,train,23,x
id_082046,train,1,b
id_082047,valid,5,f
id_082048,test,NA,NA
id_082049,train,18,s
id_082050,train,2,c
id_082051,valid,12,m
id_082052,test,NA,NA
id_082053,train,24,y
id_082054,train,12,m
id_082055,valid,7,h
id_082056,test,NA,NA
id_082057,train,0,a
id_082058,train,9,j
id_082059,valid,15,p
id_082060,test,NA,NA
id_082061,train,10,k
id_082062,train,5,f
id_082063,valid,7,h
id_082064,test,NA,NA
id_082065,train,4,e
id_082066,train,16,q
id_082067,valid,9,j
id_082068,test,NA,NA
id_082069,train,4,e
id_082070,train,24,y
id_082071,valid,10,k
id_082072,test,NA,NA
id_082073,train,21,v
id_082074,train,12,m
id_082075,valid,5,f
id_082076,test,NA,NA
id_082077,train,19,t
id_082078,train,10,k
id_082079,valid,13,n
id_082080,test,NA,NA
id_082081,train,5,f
id_082082,train,6,g
id_082083,valid,0,a
id_082084,test,NA,NA
id_082085,train,19,t
id_082086,train,18,s
id_082087,valid,19,t
id_082088,test,NA,NA
id_082089,train,16,q
id_082090,train,10,k
id_082091,valid,13,n
id_082092,test,NA,NA
id_082093,train,2,c
id_082094,train,17,r
id_082095,valid,25,z
id_082096,test,NA,NA
id_082097,train,9,j
id_082098,train,20,u
id_082099,valid,2,c
id_082100,test,NA,NA
id_082101,train,3,d
id_082102,train,7,h
id_082103,valid,14,o
id_082104,test,NA,NA
id_082105,train,6,g
id_082106,train,4,e
id_082107,valid,10,k
id_082108,test,NA,NA
id_082109,train,10,k
id_082110,train,4,e
id_082111,valid,24,y
id_082112,test,NA,NA
id_082113,train,17,r
id_082114,train,13,n
id_082115,valid,6,g
id_082116,test,NA,NA
id_082117,train,23,x
id_082118,train,0,a
id_082119,valid,7,h
id_082120,test,NA,NA
id_082121,train,3,d
id_082122,train,0,a
id_082123,valid,14,o
id_082124,test,NA,NA
id_082125,train,10,k
id_082126,train,18,s
id_082127,valid,17,r
id_082128,test,NA,NA
id_082129,train,5,f
id_082130,train,5,f
id_082131,valid,10,k
id_082132,test,NA,NA
id_082133,train,17,r
id_082134,train,0,a
id_082135,valid,23,x
id_082136,test,NA,NA
id_082137,train,11,l
id_082138,train,25,z
id_082139,valid,12,m
id_082140,test,NA,NA
id_082141,train,11,l
id_082142,train,4,e
id_082143,valid,2,c
id_082144,test,NA,NA
id_082145,train,22,w
id_082146,train,19,t
id_082147,valid,22,w
id_082148,test,NA,NA
id_082149,train,23,x
id_082150,train,13,n
id_082151,valid,18,s
id_082152,test,NA,NA
id_082153,train,13,n
id_082154,train,22,w
id_082155,valid,25,z
id_082156,test,NA,NA
id_082157,train,24,y
id_082158,train,7,h
id_082159,valid,8,i
id_082160,test,NA,NA
id_082161,train,20,u
id_082162,train,25,z
id_082163,valid,11,l
id_082164,test,NA,NA
id_082165,train,24,y
id_082166,train,21,v
id_082167,valid,7,h
id_082168,test,NA,NA
id_082169,train,11,l
id_082170,train,14,o
id_082171,valid,20,u
id_082172,test,NA,NA
id_082173,train,9,j
id_082174,train,4,e
id_082175,valid,21,v
id_082176,test,NA,NA
id_082177,train,1,b
id_082178,train,25,z
id_082179,valid,17,r
id_082180,test,NA,NA
id_082181,train,5,f
id_082182,train,2,c
id_082183,valid,19,t
id_082184,test,NA,NA
id_082185,train,16,q
id_082186,train,3,d
id_082187,valid,6,g
id_082188,test,NA,NA
id_082189,train,4,e
id_082190,train,17,r
id_082191,valid,21,v
id_082192,test,NA,NA
id_082193,train,4,e
id_082194,train,22,w
id_082195,valid,15,p
id_082196,test,NA,NA
id_082197,train,2,c
id_082198,train,22,w
id_082199,valid,17,r
id_082200,test,NA,NA
id_082201,train,3,d
id_082202,train,18,s
id_082203,valid,23,x
id_082204,test,NA,NA
id_082205,train,2,c
id_082206,train,8,i
id_082207,valid,24,y
id_082208,test,NA,NA
id_082209,train,9,j
id_082210,train,3,d
id_082211,valid,1,b
id_082212,test,NA,NA
id_082213,train,9,j
id_082214,train,0,a
id_082215,valid,12,m
id_082216,test,NA,NA
id_082217,train,11,l
id_082218,train,10,k
id_082219,valid,14,o
id_082220,test,NA,NA
id_082221,train,12,m
id_082222,train,18,s
id_082223,valid,4,e
id_082224,test,NA,NA
id_082225,train,21,v
id_082226,train,25,z
id_082227,valid,24,y
id_082228,test,NA,NA
id_082229,train,11,l
id_082230,train,7,h
id_082231,valid,15,p
id_082232,test,NA,NA
id_082233,train,2,c
id_082234,train,20,u
id_082235,valid,21,v
id_082236,test,NA,NA
id_082237,train,17,r
id_082238,train,3,d
id_082239,valid,10,k
id_082240,test,NA,NA
id_082241,train,4,e
id_082242,train,17,r
id_082243,valid,22,w
id_082244,test,NA,NA
id_082245,train,19,t
id_082246,train,8,i
id_082247,valid,7,h
id_082248,test,NA,NA
id_082249,train,15,p
id_082250,train,2,c
id_082251,valid,9,j
id_082252,test,NA,NA
id_082253,train,14,o
id_082254,train,16,q
id_082255,valid,11,l
id_082256,test,NA,NA
id_082257,train,24,y
id_082258,train,0,a
id_082259,valid,0,a
id_082260,test,NA,NA
id_082261,train,18,s
id_082262,train,0,a
id_082263,valid,19,t
id_082264,test,NA,NA
id_082265,train,10,k
id_082266,train,8,i
id_082267,valid,11,l
id_082268,test,NA,NA
id_082269,train,11,l
id_082270,train,7,h
id_082271,valid,6,g
id_082272,test,NA,NA
id_082273,train,3,d
id_082274,train,16,q
id_082275,valid,7,h
id_082276,test,NA,NA
id_082277,train,5,f
id_082278,train,21,v
id_082279,valid,15,p
id_082280,test,NA,NA
id_082281,train,7,h
id_082282,train,5,f
id_082283,valid,14,o
id_082284,test,NA,NA
id_082285,train,5,f
id_082286,train,8,i
id_082287,valid,19,t
id_082288,test,NA,NA
id_082289,train,15,p
id_082290,train,20,u
id_082291,valid,16,q
id_082292,test,NA,NA
id_082293,train,13,n
id_082294,train,15,p
id_082295,valid,25,z
id_082296,test,NA,NA
id_082297,train,7,h
id_082298,train,1,b
id_082299,valid,16,q
id_082300,test,NA,NA
id_082301,train,24,y
id_082302,train,1,b
id_082303,valid,20,u
id_082304,test,NA,NA
id_082305,train,18,s
id_082306,train,6,g
id_082307,valid,22,w
id_082308,test,NA,NA
id_082309,train,3,d
id_082310,train,9,j
id_082311,valid,10,k
id_082312,test,NA,NA
id_082313,train,12,m
id_082314,train,14,o
id_082315,valid,22,w
id_082316,test,NA,NA
id_082317,train,4,e
id_082318,train,6,g
id_082319,valid,1,b
id_082320,test,NA,NA
id_082321,train,14,o
id_082322,train,23,x
id_082323,valid,9,j
id_082324,test,NA,NA
id_082325,train,7,h
id_082326,train,5,f
id_082327,valid,2,c
id_082328,test,NA,NA
id_082329,train,17,r
id_082330,train,1,b
id_082331,valid,25,z
id_082332,test,NA,NA
id_082333,train,21,v
id_082334,train,13,n
id_082335,valid,13,n
id_082336,test,NA,NA
id_082337,train,13,n
id_082338,train,0,a
id_082339,valid,8,i
id_082340,test,NA,NA
id_082341,train,22,w
id_082342,train,10,k
id_082343,valid,24,y
id_082344,test,NA,NA
id_082345,train,17,r
id_082346,train,25,z
id_082347,valid,12,m
id_082348,test,NA,NA
id_082349,train,5,f
id_082350,train,19,t
id_082351,valid,11,l
id_082352,test,NA,NA
id_082353,train,2,c
id_082354,train,24,y
id_082355,valid,14,o
id_082356,test,NA,NA
id_082357,train,25,z
id_082358,train,5,f
id_082359,valid,3,d
id_082360,test,NA,NA
id_082361,train,4,e
id_082362,train,21,v
id_082363,valid,19,t
id_082364,test,NA,NA
id_082365,train,1,b
id_082366,train,2,c
id_082367,valid,6,g
id_082368,test,NA,NA
id_082369,train,21,v
id_082370,train,17,r
id_082371,valid,14,o
id_082372,test,NA,NA
id_082373,train,21,v
id_082374,train,24,y
id_082375,valid,13,n
id_082376,test,NA,NA
id_082377,train,0,a
id_082378,train,21,v
id_082379,valid,22,w
id_082380,test,NA,NA
id_082381,train,12,m
id_082382,train,13,n
id_082383,valid,4,e
id_082384,test,NA,NA
id_082385,train,17,r
id_082386,train,3,d
id_082387,valid,19,t
id_082388,test,NA,NA
id_082389,train,24,y
id_082390,train,6,g
id_082391,valid,12,m
id_082392,test,NA,NA
id_082393,train,18,s
id_082394,train,10,k
id_082395,valid,16,q
id_082396,test,NA,NA
id_082397,train,16,q
id_082398,train,25,z
id_082399,valid,13,n
id_082400,test,NA,NA
id_082401,train,21,v
id_082402,train,21,v
id_082403,valid,6,g
id_082404,test,NA,NA
id_082405,train,18,s
id_082406,train,13,n
id_082407,valid,1,b
id_082408,test,NA,NA
id_082409,train,9,j
id_082410,train,4,e
id_082411,valid,14,o
id_082412,test,NA,NA
id_082413,train,14,o
id_082414,train,9,j
id_082415,valid,0,a
id_082416,test,NA,NA
id_082417,train,19,t
id_082418,train,16,q
id_082419,valid,23,x
id_082420,test,NA,NA
id_082421,train,12,m
id_082422,train,1,b
id_082423,valid,24,y
id_082424,test,NA,NA
id_082425,train,20,u
id_082426,train,22,w
id_082427,valid,15,p
id_082428,test,NA,NA
id_082429,train,22,w
id_082430,train,16,q
id_082431,valid,12,m
id_082432,test,NA,NA
id_082433,train,23,x
id_082434,train,9,j
id_082435,valid,20,u
id_082436,test,NA,NA
id_082437,train,3,d
id_082438,train,10,k
id_082439,valid,0,a
id_082440,test,NA,NA
id_082441,train,14,o
id_082442,train,14,o
id_082443,valid,1,b
id_082444,test,NA,NA
id_082445,train,21,v
id_082446,train,15,p
id_082447,valid,16,q
id_082448,test,NA,NA
id_082449,train,8,i
id_082450,train,1,b
id_082451,valid,17,r
id_082452,test,NA,NA
id_082453,train,18,s
id_082454,train,24,y
id_082455,valid,4,e
id_082456,test,NA,NA
id_082457,train,5,f
id_082458,train,9,j
id_082459,valid,23,x
id_082460,test,NA,NA
id_082461,train,22,w
id_082462,train,5,f
id_082463,valid,17,r
id_082464,test,NA,NA
id_082465,train,22,w
id_082466,train,25,z
id_082467,valid,17,r
id_082468,test,NA,NA
id_082469,train,10,k
id_082470,train,15,p
id_082471,valid,17,r
id_082472,test,NA,NA
id_082473,train,13,n
id_082474,train,9,j
id_082475,valid,16,q
id_082476,test,NA,NA
id_082477,train,9,j
id_082478,train,23,x
id_082479,valid,20,u
id_082480,test,NA,NA
id_082481,train,22,w
id_082482,train,5,f
id_082483,valid,16,q
id_082484,test,NA,NA
id_082485,train,19,t
id_082486,train,19,t
id_082487,valid,4,e
id_082488,test,NA,NA
id_082489,train,15,p
id_082490,train,15,p
id_082491,valid,20,u
id_082492,test,NA,NA
id_082493,train,14,o
id_082494,train,11,l
id_082495,valid,22,w
id_082496,test,NA,NA
id_082497,train,13,n
id_082498,train,16,q
id_082499,valid,3,d
id_082500,test,NA,NA
id_082501,train,10,k
id_082502,train,2,c
id_082503,valid,14,o
id_082504,test,NA,NA
id_082505,train,6,g
id_082506,train,14,o
id_082507,valid,17,r
id_082508,test,NA,NA
id_082509,train,9,j
id_082510,train,25,z
id_082511,valid,9,j
id_082512,test,NA,NA
id_082513,train,0,a
id_082514,train,22,w
id_082515,valid,10,k
id_082516,test,NA,NA
id_082517,train,6,g
id_082518,train,25,z
id_082519,valid,24,y
id_082520,test,NA,NA
id_082521,train,13,n
id_082522,train,12,m
id_082523,valid,16,q
id_082524,test,NA,NA
id_082525,train,21,v
id_082526,train,12,m
id_082527,valid,3,d
id_082528,test,NA,NA
id_082529,train,5,f
id_082530,train,0,a
id_082531,valid,8,i
id_082532,test,NA,NA
id_082533,train,20,u
id_082534,train,6,g
id_082535,valid,6,g
id_082536,test,NA,NA
id_082537,train,3,d
id_082538,train,3,d
id_082539,valid,17,r
id_082540,test,NA,NA
id_082541,train,2,c
id_082542,train,8,i
id_082543,valid,5,f
id_082544,test,NA,NA
id_082545,train,21,v
id_082546,train,6,g
id_082547,valid,5,f
id_082548,test,NA,NA
id_082549,train,7,h
id_082550,train,3,d
id_082551,valid,21,v
id_082552,test,NA,NA
id_082553,train,0,a
id_082554,train,4,e
id_082555,valid,8,i
id_082556,test,NA,NA
id_082557,train,6,g
id_082558,train,21,v
id_082559,valid,0,a
id_082560,test,NA,NA
id_082561,train,15,p
id_082562,train,17,r
id_082563,valid,14,o
id_082564,test,NA,NA
id_082565,train,17,r
id_082566,train,6,g
id_082567,valid,24,y
id_082568,test,NA,NA
id_082569,train,11,l
id_082570,train,0,a
id_082571,valid,4,e
id_082572,test,NA,NA
id_082573,train,9,j
id_082574,train,12,m
id_082575,valid,21,v
id_082576,test,NA,NA
id_082577,train,5,f
id_082578,train,21,v
id_082579,valid,5,f
id_082580,test,NA,NA
id_082581,train,0,a
id_082582,train,0,a
id_082583,valid,21,v
id_082584,test,NA,NA
id_082585,train,23,x
id_082586,train,0,a
id_082587,valid,5,f
id_082588,test,NA,NA
id_082589,train,23,x
id_082590,train,11,l
id_082591,valid,16,q
id_082592,test,NA,NA
id_082593,train,12,m
id_082594,train,2,c
id_082595,valid,18,s
id_082596,test,NA,NA
id_082597,train,14,o
id_082598,train,22,w
id_082599,valid,16,q
id_082600,test,NA,NA
id_082601,train,19,t
id_082602,train,4,e
id_082603,valid,23,x
id_082604,test,NA,NA
id_082605,train,20,u
id_082606,train,19,t
id_082607,valid,20,u
id_082608,test,NA,NA
id_082609,train,17,r
id_082610,train,4,e
id_082611,valid,22,w
id_082612,test,NA,NA
id_082613,train,2,c
id_082614,train,18,s
id_082615,valid,24,y
id_082616,test,NA,NA
id_082617,train,24,y
id_082618,train,6,g
id_082619,valid,23,x
id_082620,test,NA,NA
id_082621,train,9,j
id_082622,train,3,d
id_082623,valid,19,t
id_082624,test,NA,NA
id_082625,train,19,t
id_082626,train,14,o
id_082627,valid,3,d
id_082628,test,NA,NA
id_082629,train,24,y
id_082630,train,18,s
id_082631,valid,8,i
id_082632,test,NA,NA
id_082633,train,25,z
id_082634,train,1,b
id_082635,valid,19,t
id_082636,test,NA,NA
id_082637,train,8,i
id_082638,train,3,d
id_082639,valid,5,f
id_082640,test,NA,NA
id_082641,train,21,v
id_082642,train,16,q
id_082643,valid,13,n
id_082644,test,NA,NA
id_082645,train,2,c
id_082646,train,18,s
id_082647,valid,22,w
id_082648,test,NA,NA
id_082649,train,4,e
id_082650,train,11,l
id_082651,valid,7,h
id_082652,test,NA,NA
id_082653,train,11,l
id_082654,train,11,l
id_082655,valid,3,d
id_082656,test,NA,NA
id_082657,train,25,z
id_082658,train,14,o
id_082659,valid,5,f
id_082660,test,NA,NA
id_082661,train,1,b
id_082662,train,9,j
id_082663,valid,10,k
id_082664,test,NA,NA
id_082665,train,11,l
id_082666,train,24,y
id_082667,valid,14,o
id_082668,test,NA,NA
id_082669,train,25,z
id_082670,train,10,k
id_082671,valid,10,k
id_082672,test,NA,NA
id_082673,train,18,s
id_082674,train,11,l
id_082675,valid,21,v
id_082676,test,NA,NA
id_082677,train,2,c
id_082678,train,15,p
id_082679,valid,22,w
id_082680,test,NA,NA
id_082681,train,17,r
id_082682,train,16,q
id_082683,valid,8,i
id_082684,test,NA,NA
id_082685,train,17,r
id_082686,train,12,m
id_082687,valid,6,g
id_082688,test,NA,NA
id_082689,train,9,j
id_082690,train,22,w
id_082691,valid,15,p
id_082692,test,NA,NA
id_082693,train,0,a
id_082694,train,7,h
id_082695,valid,20,u
id_082696,test,NA,NA
id_082697,train,5,f
id_082698,train,1,b
id_082699,valid,14,o
id_082700,test,NA,NA
id_082701,train,7,h
id_082702,train,3,d
id_082703,valid,11,l
id_082704,test,NA,NA
id_082705,train,12,m
id_082706,train,16,q
id_082707,valid,6,g
id_082708,test,NA,NA
id_082709,train,3,d
id_082710,train,0,a
id_082711,valid,0,a
id_082712,test,NA,NA
id_082713,train,8,i
id_082714,train,10,k
id_082715,valid,0,a
id_082716,test,NA,NA
id_082717,train,15,p
id_082718,train,1,b
id_082719,valid,21,v
id_082720,test,NA,NA
id_082721,train,6,g
id_082722,train,20,u
id_082723,valid,2,c
id_082724,test,NA,NA
id_082725,train,12,m
id_082726,train,1,b
id_082727,valid,4,e
id_082728,test,NA,NA
id_082729,train,20,u
id_082730,train,15,p
id_082731,valid,22,w
id_082732,test,NA,NA
id_082733,train,15,p
id_082734,train,14,o
id_082735,valid,8,i
id_082736,test,NA,NA
id_082737,train,14,o
id_082738,train,22,w
id_082739,valid,16,q
id_082740,test,NA,NA
id_082741,train,9,j
id_082742,train,6,g
id_082743,valid,12,m
id_082744,test,NA,NA
id_082745,train,15,p
id_082746,train,9,j
id_082747,valid,5,f
id_082748,test,NA,NA
id_082749,train,5,f
id_082750,train,1,b
id_082751,valid,24,y
id_082752,test,NA,NA
id_082753,train,20,u
id_082754,train,18,s
id_082755,valid,11,l
id_082756,test,NA,NA
id_082757,train,19,t
id_082758,train,4,e
id_082759,valid,25,z
id_082760,test,NA,NA
id_082761,train,22,w
id_082762,train,1,b
id_082763,valid,24,y
id_082764,test,NA,NA
id_082765,train,20,u
id_082766,train,14,o
id_082767,valid,16,q
id_082768,test,NA,NA
id_082769,train,22,w
id_082770,train,3,d
id_082771,valid,18,s
id_082772,test,NA,NA
id_082773,train,6,g
id_082774,train,8,i
id_082775,valid,3,d
id_082776,test,NA,NA
id_082777,train,16,q
id_082778,train,17,r
id_082779,valid,22,w
id_082780,test,NA,NA
id_082781,train,22,w
id_082782,train,15,p
id_082783,valid,20,u
id_082784,test,NA,NA
id_082785,train,21,v
id_082786,train,8,i
id_082787,valid,23,x
id_082788,test,NA,NA
id_082789,train,25,z
id_082790,train,2,c
id_082791,valid,19,t
id_082792,test,NA,NA
id_082793,train,13,n
id_082794,train,2,c
id_082795,valid,7,h
id_082796,test,NA,NA
id_082797,train,21,v
id_082798,train,6,g
id_082799,valid,14,o
id_082800,test,NA,NA
id_082801,train,4,e
id_082802,train,20,u
id_082803,valid,18,s
id_082804,test,NA,NA
id_082805,train,12,m
id_082806,train,5,f
id_082807,valid,8,i
id_082808,test,NA,NA
id_082809,train,8,i
id_082810,train,21,v
id_082811,valid,9,j
id_082812,test,NA,NA
id_082813,train,15,p
id_082814,train,12,m
id_082815,valid,19,t
id_082816,test,NA,NA
id_082817,train,15,p
id_082818,train,4,e
id_082819,valid,9,j
id_082820,test,NA,NA
id_082821,train,23,x
id_082822,train,4,e
id_082823,valid,13,n
id_082824,test,NA,NA
id_082825,train,2,c
id_082826,train,23,x
id_082827,valid,18,s
id_082828,test,NA,NA
id_082829,train,10,k
id_082830,train,20,u
id_082831,valid,24,y
id_082832,test,NA,NA
id_082833,train,11,l
id_082834,train,2,c
id_082835,valid,17,r
id_082836,test,NA,NA
id_082837,train,4,e
id_082838,train,24,y
id_082839,valid,17,r
id_082840,test,NA,NA
id_082841,train,4,e
id_082842,train,12,m
id_082843,valid,3,d
id_082844,test,NA,NA
id_082845,train,20,u
id_082846,train,10,k
id_082847,valid,21,v
id_082848,test,NA,NA
id_082849,train,3,d
id_082850,train,5,f
id_082851,valid,13,n
id_082852,test,NA,NA
id_082853,train,1,b
id_082854,train,12,m
id_082855,valid,17,r
id_082856,test,NA,NA
id_082857,train,13,n
id_082858,train,5,f
id_082859,valid,24,y
id_082860,test,NA,NA
id_082861,train,16,q
id_082862,train,10,k
id_082863,valid,0,a
id_082864,test,NA,NA
id_082865,train,17,r
id_082866,train,17,r
id_082867,valid,1,b
id_082868,test,NA,NA
id_082869,train,20,u
